Name,Platform_S,n_platforms,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,isSeries
MTX Mototrax,PS2,1,2004,Racing,Activision,0.13,0.1,0,0.03,0.26,77,30,81,9,Left Field Productions,E,1
Mugen Souls,PS3,1,2012,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,55,24,73,35,"Compile Heart, GCREST",T,1
Mugen Souls Z,PS3,1,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57,26,64,56,Compile Heart,T,1
Muppets Party Cruise,PS2,1,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,0.06,61,11,80,6,Mass Media,E,0
Murdered: Soul Suspect,PS4,1,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59,60,69,310,Airtight Games,M,0
Musashi: Samurai Legend,PS2,1,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15,64,47,89,9,Square Enix,T,0
MVP 06 NCAA Baseball,PS2,1,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75,76,27,90,18,EA Canada,E,1
MVP Baseball,PSP,1,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,67,21,77,16,EA Canada,E,1
MVP Baseball 2003,PS2,1,2003,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04,81,22,89,17,EA Sports,E,1
MVP Baseball 2004,PS2,1,2004,Sports,Electronic Arts,1.1,0.06,0,0.18,1.34,90,28,86,51,EA Sports,E,1
MVP Baseball 2005,PS2,1,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54,87,25,86,47,EA Sports,E,1
MX 2002 Featuring Ricky Carmichael,PS2,1,2001,Racing,THQ,0.27,0.21,0,0.07,0.56,76,17,83,9,Pacific Coast Power & Light,E,1
MX Unleashed,PS2,1,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,80,18,92,46,Rainbow Studios,E,1
MX vs. ATV Reflex,PS3,1,2009,Racing,THQ,0.52,0.25,0,0.12,0.9,74,44,74,10,Rainbow Studios,E,1
MX vs. ATV Supercross,PS3,1,2014,Racing,Nordic Games,0.02,0.01,0,0,0.03,58,4,35,4,Nordic Games Publishing,E,1
MX vs. ATV Supercross Encore,PS4,1,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06,42,8,41,9,Rainbow Studios,E,1
MX vs. ATV Unleashed,PS2,1,2005,Racing,THQ,0.86,0.03,0,0.14,1.03,79,30,84,17,Rainbow Studios,E,1
MX vs. ATV Unleashed: On the Edge,PSP,1,2006,Racing,THQ,0.64,0,0,0.05,0.69,68,22,81,7,Rainbow Studios,E,1
MX vs. ATV Untamed,PS2/PS3,2,2007,Racing,THQ,0.67,0.07,0,0.1,0.84,60,33,71.5,8,Rainbow Studios,E,1
MX vs. ATV: Alive,PS3,1,2011,Racing,THQ,0.24,0.15,0,0.07,0.46,61,41,67,11,THQ Digital Studio Phoenix,E,1
MXRider,PS2,1,2001,Racing,Atari,0.16,0.13,0,0.04,0.34,69,16,68,6,Paradigm Entertainment,E,1
My Street,PS2,1,2003,Misc,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24,46,21,39,14,Idol Minds,E,0
Myst,PSP,1,2006,Adventure,Midway Games,0,0.01,0,0,0.01,69,4,48,5,Hoplite Research,E,1
Myst III: Exile,PS2,1,2002,Adventure,Ubisoft,0.14,0.11,0,0.04,0.28,57,9,70,4,Presto Studios,E,1
Mystic Heroes,PS2,1,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,67,7,86,14,Koei,T,0
Mytran Wars,PSP,1,2009,Strategy,Deep Silver,0.08,0.02,0,0.02,0.12,68,16,88,4,Stormregion,T,0
N+,PSP,1,2007,Platform,Atari,0.03,0,0,0,0.03,79,21,78,18,"Metanet Software Inc., SilverBirch Studios",E,0
nail'd,PS3,1,2010,Racing,Deep Silver,0.08,0.02,0,0.02,0.12,66,36,62,13,Techland,E10+,0
Namco Museum,PS2,1,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82,72,9,60,5,Mass Media,E,1
Namco Museum Battle Collection,PSP,1,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,1.08,73,28,72,9,TOSE,E10+,1
NanoBreaker,PS2,1,2005,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,51,38,67,11,KCET,M,0
Napoleon Dynamite: The Game,PSP,1,2007,Puzzle,Crave Entertainment,0.03,0,0,0,0.04,37,14,46,7,7 Studios,E10+,0
NARC,PS2,1,2005,Shooter,Midway Games,0.18,0.14,0,0.05,0.36,50,24,70,21,Point of View,M,0
Naruto Shippuden: Kizuna Drive,PSP,1,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57,22,50,6,Premium Agency,T,1
Naruto Shippuden: Legends: Akatsuki Rising,PSP,1,2009,Fighting,Namco Bandai Games,0.14,0,0,0.01,0.15,60,15,62,10,Racjin,T,1
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,1,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,61,22,66,19,CyberConnect2,T,1
Naruto Shippuden: Ultimate Ninja Impact,PSP,1,2011,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59,16,72,26,Racjin,T,1
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,1,2010,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76,34,83,130,CyberConnect2,T,1
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,1,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77,32,79,187,CyberConnect2,T,1
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,1,2016,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17,1.14,79,60,82,201,CyberConnect2,T,1
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,1,2012,Fighting,Namco Bandai Games,0.27,0.24,0.14,0.08,0.73,74,23,71,83,"CyberConnect2, Racjin",T,1
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,1,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73,26,75,100,CyberConnect2,T,1
Naruto: Ultimate Ninja,PS2,1,2003,Fighting,Atari,0.5,0.02,0,0.08,0.61,75,34,77,35,CyberConnect2,T,1
Naruto: Ultimate Ninja 2,PS2,1,2004,Fighting,Namco Bandai Games,0.47,0.02,0,0.08,0.57,73,27,79,27,CyberConnect2,T,1
Naruto: Ultimate Ninja 3,PS2,1,2005,Fighting,Atari,0.36,0.01,0,0.06,0.44,75,24,87,33,CyberConnect2,T,1
Naruto: Ultimate Ninja Heroes,PSP,1,2006,Fighting,Namco Bandai Games,0.26,0,0,0,0.26,70,11,66,11,Bandai,T,1
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,1,2006,Fighting,Atari,0.14,0,0,0.01,0.16,64,20,78,17,CyberConnect2,T,1
Naruto: Ultimate Ninja Storm,PS3,1,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75,32,86,95,CyberConnect2,T,1
Naruto: Uzumaki Chronicles 2,PS2,1,2006,Action,Namco Bandai Games,0.28,0.22,0,0.07,0.58,52,22,69,17,Cavia Inc.,T,1
NASCAR,PSP,1,2006,Racing,Electronic Arts,0.09,0,0,0.01,0.1,66,13,53,6,Exient Entertainment,E,1
NASCAR '14,PS3,1,2014,Racing,Deep Silver,0.09,0,0,0.02,0.11,67,7,46,20,Eutechnyx,E,1
NASCAR 06: Total Team Control,PS2,1,2005,Racing,Electronic Arts,0.53,0.02,0,0.09,0.63,78,18,77,18,EA Sports,E,1
NASCAR 07,PS2,1,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11,68,26,89,16,EA Tiburon,E,1
NASCAR 08,PS2/PS3,2,2007,Racing,Electronic Arts,0.27,0.14,0,0.06,0.47,56.5,21,66,14,EA Tiburon,E,1
NASCAR 09,PS3,1,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.25,65,22,75,10,EA Games,E,1
NASCAR 2001,PS/PS2,2,2000,Racing,Electronic Arts,0.79,0.58,0,0.14,1.51,69.5,16,63.5,9,Black Box,E,1
NASCAR 2005: Chase for the Cup,PS2,1,2004,Racing,Electronic Arts,0.69,0.54,0,0.18,1.41,87,19,84,15,EA Tiburon,E,1
NASCAR 2011: The Game,PS3,1,2011,Racing,Activision,0.25,0,0,0.02,0.27,62,16,37,15,Eutechnyx,E,1
NASCAR Heat Evolution,PS4,1,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01,0.05,66,8,38,18,Dusenberry Martin Racing,E,1
NASCAR The Game: Inside Line,PS3,1,2012,Racing,Activision,0.07,0,0,0.01,0.08,76,4,45,15,Eutechnyx,E,1
NASCAR Thunder 2002,PS/PS2,2,2001,Racing,Electronic Arts,0.8,0.6,0,0.18,1.58,77,17,77,22,EA Sports,E,1
NASCAR Thunder 2004,PS2,1,2003,Racing,Electronic Arts,0.53,0.41,0,0.14,1.08,88,15,89,77,EA Tiburon,E,1
Natural Doctrine,PS4/PSV,2,2014,Role-Playing,Nippon Ichi Software,0.07,0.03,0.05,0.02,0.17,56.5,31,67.5,79,Kadokawa,M,0
Naughty Bear,PS3,1,2010,Action,505 Games,0.18,0.18,0,0.07,0.43,43,31,55,49,Artificial Mind and Movement,T,0
Naval Ops: Warship Gunner,PS2,1,2003,Simulation,Tecmo Koei,0.05,0.04,0,0.01,0.11,67,17,89,23,Micro Cabin,T,0
NBA,PSP,1,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.21,57,25,69,14,989 Sports,E,1
NBA 06,PS2/PSP,2,2005,Sports,Sony Computer Entertainment,0.46,0.2,0,0.09,0.75,67.5,26,58.5,27,SCEA Sports Studio,E,1
NBA 07,PS2/PS3/PSP,3,2006,Sports,Sony Computer Entertainment,0.43,0.01,0.01,0.04,0.49,64.66666667,24,67,10,SCEA,E,1
NBA 08,PS3/PSP,2,2007,Sports,Sony Computer Entertainment,0.15,0,0,0.01,0.16,69,37,67.5,8,SCEA San Diego Studios,E,1
NBA 09: The Inside,PS3/PSP,2,2008,Sports,Sony Computer Entertainment,0.3,0,0,0.02,0.32,71,17,62.5,7,SCEA San Diego Studios,E,1
NBA 10: The Inside,PSP,1,2009,Sports,Sony Computer Entertainment,0.07,0,0,0.01,0.08,69,13,30,13,SCEA San Diego Studios,E,1
NBA 2K10,PS3,1,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,83,30,78,39,Visual Concepts,E,1
NBA 2K11,PS3,1,2010,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89,46,76,105,Visual Concepts,E,1
NBA 2K12,PS3,1,2011,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,90,38,67,127,Visual Concepts,E,1
NBA 2K13,PS3,1,2012,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27,2.47,90,26,80,99,Visual Concepts,E,1
NBA 2K14,PS3/PS4,2,2013,Sports,Take-Two Interactive,2.33,0.62,0.05,0.55,3.56,84.5,26,57,368,Visual Concepts,E,1
NBA 2K15,PS4,1,2014,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,83,50,70,291,Visual Concepts,E,1
NBA 2K16,PS4,1,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87,51,67,364,Visual Concepts,E10+,1
NBA 2K17,PS4,1,2016,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88,47,67,162,Visual Concepts,E,1
NBA 2K2,PS2,1,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22,89,19,78,16,Visual Concepts,E,1
NBA 2K3,PS2,1,2002,Sports,Sega,0.51,0.4,0,0.13,1.05,89,21,80,22,Visual Concepts,E,1
NBA 2K6,PS2,1,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11,0.88,84,23,83,13,Visual Concepts,E,1
NBA 2K7,PS2/PS3,2,2006,Sports,Take-Two Interactive,0.95,0.06,0,0.14,1.15,80.5,20,79,18,"Kush Games, Visual Concepts",E,1
NBA 2K8,PS2/PS3,2,2007,Sports,Take-Two Interactive,1,0.03,0,0.13,1.15,76.5,18,64,19,Visual Concepts,E,1
NBA 2K9,PS3,1,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,0.61,82,30,70,37,Visual Concepts,E,1
NBA Ballers,PS2,1,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66,83,44,92,19,Midway,E,1
NBA Ballers: Chosen One,PS3,1,2008,Sports,Midway Games,0.12,0,0,0.01,0.14,54,23,65,4,Midway,E,1
NBA Ballers: Phenom,PS2,1,2006,Sports,Midway Games,0.23,0.18,0,0.06,0.47,69,19,85,8,Midway,E,1
NBA Ballers: Rebound,PSP,1,2006,Sports,Midway Games,0.09,0,0,0.01,0.1,69,17,77,7,Backbone Entertainment,E,1
NBA Jam,PS3,1,2010,Sports,Electronic Arts,0.22,0.12,0,0.06,0.39,71,33,57,14,EA Canada,E,1
NBA Live 06,PSP,1,2005,Sports,Electronic Arts,0.39,0,0,0.03,0.42,80,18,76,13,EA Canada,E,1
NBA Live 07,PS2/PSP,2,2006,Sports,Electronic Arts,1.54,0.04,0.02,0.21,1.81,63.5,12,67.5,39,EA Sports,E,1
NBA Live 08,PS2/PS3/PSP,3,2007,Sports,Electronic Arts,1.43,0.04,0.02,0.17,1.66,71.33333333,28,65.33333333,10,EA Canada,E,1
NBA Live 09,PS3,1,2008,Sports,Electronic Arts,0.46,0,0.02,0.04,0.52,75,32,78,15,EA Canada,E,1
NBA Live 10,PS3/PSP,2,2009,Sports,Electronic Arts,0.67,0.02,0.02,0.07,0.78,72.5,32,58.5,25,EA Canada,E,1
NBA Live 14,PS4,1,2013,Sports,Electronic Arts,0.15,0.05,0,0.04,0.24,43,25,27,175,EA Sports,E,1
NBA Live 15,PS4,1,2014,Sports,Electronic Arts,0.16,0.04,0,0.04,0.23,59,24,56,86,EA Sports,E,1
NBA Live 16,PS4,1,2015,Sports,Electronic Arts,0.1,0.04,0,0.03,0.18,59,27,61,70,EA Sports,E,1
NBA Live 2001,PS,1,2000,Sports,Electronic Arts,0.7,0.47,0,0.08,1.25,86,10,80,6,EA Sports,E,1
NBA Live 2002,PS/PS2,2,2001,Sports,Electronic Arts,1.2,0.9,0,0.27,2.38,75.5,16,81,9,Electronic Arts,E,1
NBA Live 2003,PS2,1,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83,22,83,28,EA Canada,E,1
NBA Live 2004,PS2,1,2003,Sports,Electronic Arts,1.57,0.18,0,0.27,2.03,86,19,77,41,EA Sports,E,1
NBA Live 2005,PS2,1,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59,84,21,81,44,EA Canada,E,1
NBA ShootOut 2003,PS2,1,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,62,22,59,8,SCEA,E,1
NBA ShootOut 2004,PS2,1,2003,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26,58,19,78,8,989 Sports,E,1
NBA Street,PS2,1,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79,89,22,86,39,NuFX,E,1
NBA Street Homecourt,PS3,1,2007,Sports,Electronic Arts,0.12,0.01,0,0.02,0.15,81,31,65,16,EA Canada,E,1
NBA Street V3,PS2,1,2005,Sports,Electronic Arts,0.52,0.41,0,0.14,1.06,89,36,87,37,EA Canada,E,1
NBA Street Vol. 2,PS2,1,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95,90,31,88,70,Electronic Arts,E,1
NBA Street: Showdown,PSP,1,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.22,75,25,85,15,EA Canada,E,1
NCAA Basketball 10,PS3,1,2009,Sports,Electronic Arts,0.31,0,0,0.03,0.33,75,17,78,6,EA Canada,E,1
NCAA College Basketball 2K3,PS2,1,2002,Sports,Sega,0.12,0.09,0,0.03,0.24,83,17,80,6,Kush Games,E,1
NCAA Final Four 2002,PS2,1,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,52,14,65,8,989 Sports,E,1
NCAA Final Four 2003,PS2,1,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,57,16,60,4,989 Sports,E,1
NCAA Football 06,PS2,1,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84,87,25,85,36,EA Sports,E,1
NCAA Football 07,PS2/PSP,2,2006,Sports,Electronic Arts,1.75,0.05,0,0.26,2.07,81,18,82.5,23,EA Sports,E,1
NCAA Football 08,PS2/PS3,2,2007,Sports,Electronic Arts,1,0.03,0,0.14,1.17,80,13,81,28,EA Tiburon,E,1
NCAA Football 09,PS3,1,2008,Sports,Electronic Arts,0.54,0,0,0.04,0.58,81,20,73,25,EA Tiburon,E,1
NCAA Football 10,PS3,1,2009,Sports,Electronic Arts,0.75,0,0,0.06,0.81,80,20,69,14,EA Tiburon,E,1
NCAA Football 11,PS3,1,2010,Sports,Electronic Arts,0.79,0,0,0.06,0.85,85,22,74,25,EA Tiburon,E,1
NCAA Football 12,PS3,1,2011,Sports,Electronic Arts,0.78,0,0,0.05,0.83,82,17,58,41,EA Sports,E,1
NCAA Football 13,PS3,1,2012,Action,Electronic Arts,0.82,0,0,0.07,0.89,79,9,41,34,EA Tiburon,E,1
NCAA Football 14,PS3,1,2013,Sports,Electronic Arts,0.75,0,0,0.09,0.84,77,9,62,40,EA Tiburon,E,1
NCAA Football 2002,PS2,1,2001,Sports,Electronic Arts,0.77,0.6,0,0.2,1.57,90,18,87,24,EA Sports,E,1
NCAA Football 2003,PS2,1,2002,Sports,Electronic Arts,1.16,0.08,0,0.19,1.44,91,19,86,27,EA Sports,E,1
NCAA Football 2004,PS2,1,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,1.67,94,15,88,81,EA Sports,E,1
NCAA Football 2005,PS2,1,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62,88,29,88,35,EA Tiburon,E,1
NCAA March Madness 06,PS2,1,2005,Sports,Electronic Arts,0.45,0.02,0,0.07,0.53,78,19,91,13,EA Canada,E,1
NCAA March Madness 07,PS2,1,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,63,9,86,7,EA Canada,E,1
NCAA March Madness 08,PS3,1,2007,Sports,Electronic Arts,0.08,0,0,0.01,0.09,67,15,38,4,EA Canada,E,1
NCAA March Madness 2003,PS2,1,2002,Sports,Electronic Arts,0.32,0.25,0,0.08,0.66,74,13,80,27,NuFX,E,1
NCAA March Madness 2004,PS2,1,2003,Sports,Electronic Arts,0.5,0.39,0,0.13,1.03,82,16,88,12,NuFX,E,1
NCAA March Madness 2005,PS2,1,2004,Sports,Electronic Arts,0.44,0.02,0,0.07,0.53,78,19,83,13,EA Canada,E,1
NCIS,PS3,1,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,0.12,50,4,40,4,Ubisoft,T,0
Need for Speed Carbon,PS2/PS3,2,2006,Racing,Electronic Arts,1.71,0.55,0.08,0.21,2.57,74.5,31,78.5,60,EA Canada,E10+,1
Need for Speed Carbon: Own the City,PSP,1,2006,Racing,Electronic Arts,0.87,0.97,0,0.58,2.42,73,14,79,39,EA Canada,E10+,1
Need for Speed Rivals,PS3/PS4,2,2013,Racing,Electronic Arts,1.06,1.61,0.08,0.49,3.25,80,53,55.5,667,Ghost Games,E10+,1
Need for Speed Underground,PS2,1,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,85,33,86,171,EA Black Box,E,1
Need for Speed Underground 2,PS2,1,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82,39,86,132,EA Canada,E,1
Need for Speed Underground Rivals,PSP,1,2005,Racing,Electronic Arts,0.69,0.37,0.02,0.24,1.32,74,36,85,38,Team Fusion,E,1
Need For Speed: High Stakes,PS,1,1999,Racing,Electronic Arts,1.58,0.64,0,0.09,2.31,86,14,85,28,EA Canada,E,1
Need for Speed: Hot Pursuit,PS3,1,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89,59,72,301,Criterion Games,E10+,1
Need for Speed: Hot Pursuit 2,PS2,1,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,89,31,85,92,Black Box,E,1
Need for Speed: Most Wanted,PS2,1,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82,36,91,137,EA Canada,T,1
Need for Speed: Most Wanted 5-1-0,PSP,1,2005,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,72,21,78,54,EA Canada,E10+,1
Need for Speed: Porsche Unleashed,PS,1,1999,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,78,13,85,24,Eden Studios,E,1
Need for Speed: ProStreet,PS2/PS3/PSP,3,2007,Racing,Electronic Arts,1.66,1.24,0.09,2.23,5.22,64,26,64.33333333,43,Black Box,E10+,1
Need for Speed: Shift,PS3/PSP,2,2009,Racing,Electronic Arts,0.85,1.77,0.05,0.73,3.39,76.5,55,67,113,Slightly Mad Studios,E,1
Need for Speed: The Run,PS3,1,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64,48,64,182,Black Box,T,1
Need For Speed: Undercover,PS3/PSP,2,2008,Racing,Electronic Arts,0.86,1.31,0.08,0.57,2.81,55.5,40,63.5,71,EA Vancouver,T,1
Neo Contra,PS2,1,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,65,37,71,8,KCET,M,0
NeoGeo Battle Coliseum,PS2,1,2005,Fighting,Ignition Entertainment,0.16,0.13,0,0.04,0.33,66,21,88,6,SNK Playmore,T,0
Neopets Petpet Adventures: The Wand of Wishing,PSP,1,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01,0.12,66,21,77,6,SCEA,E,1
Neopets: The Darkest Faerie,PS2,1,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3,61,18,85,30,Idol Minds,E10+,1
NeverDead,PS3,1,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50,32,47,47,Rebellion,M,0
Neverland Card Battles,PSP,1,2008,Role-Playing,Idea Factory,0.04,0,0,0.01,0.05,57,14,78,12,Idea Factory,T,0
NFL 2K2,PS2,1,2001,Sports,Sega,0.44,0.34,0,0.11,0.89,85,16,75,6,Visual Concepts,E,1
NFL 2K3,PS2,1,2002,Sports,Atari,1.06,0.08,0,0.18,1.32,93,20,74,25,Visual Concepts,E,1
NFL Blitz 20-02,PS2,1,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,76,22,89,15,Midway,E,1
NFL Blitz 20-03,PS2,1,2002,Sports,Midway Games,0.21,0.17,0,0.06,0.44,73,15,86,5,Point of View,E,1
NFL Blitz Pro,PS2,1,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23,73,20,85,14,Midway,E,1
NFL GameDay 2002,PS/PS2,2,2001,Sports,Sony Computer Entertainment,0.42,0.3,0,0.08,0.78,56.5,18,67,5,989 Sports,E,1
NFL GameDay 2004,PS2,1,2003,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,65,25,87,6,989 Sports,E,1
NFL Head Coach,PS2,1,2006,Sports,Electronic Arts,0.38,0.01,0,0.06,0.45,66,22,69,15,EA Tiburon,E,1
NFL Head Coach 09,PS3,1,2008,Sports,Electronic Arts,0.13,0,0,0.01,0.14,64,12,71,12,EA Tiburon,E,1
NFL Quarterback Club 2002,PS2,1,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,67,12,78,6,Acclaim,E,1
NFL Street,PS2,1,2004,Sports,Electronic Arts,1.15,0.08,0,0.19,1.42,80,36,89,45,EA Tiburon,E,1
NFL Street 2,PS2,1,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61,77,33,87,20,EA Tiburon,E,1
NFL Street 2 Unleashed,PSP,1,2005,Sports,Electronic Arts,0.34,0,0,0.03,0.37,73,23,74,14,EA Tiburon,E,1
NHL 06,PS2,1,2005,Sports,Electronic Arts,0.48,0.02,0,0.08,0.58,78,27,85,29,EA Canada,E10+,1
NHL 07,PS2/PSP,2,2006,Sports,Electronic Arts,0.55,0.04,0,0.09,0.68,76,11,56,51,EA Sports,E10+,1
NHL 08,PS3,1,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25,86,23,69,23,EA Canada,E10+,1
NHL 09,PS3,1,2008,Sports,Electronic Arts,0.29,0.02,0,0.03,0.33,88,25,77,41,EA Canada,E10+,1
NHL 10,PS3,1,2009,Sports,Electronic Arts,0.38,0.12,0,0.07,0.57,88,35,79,40,EA Canada,E10+,1
NHL 11,PS3,1,2010,Sports,Electronic Arts,0.4,0.12,0,0.07,0.59,88,38,71,54,Electronic Arts,E10+,1
NHL 12,PS3,1,2011,Sports,Electronic Arts,0.36,0.15,0,0.07,0.58,86,33,75,52,Electronic Arts,E10+,1
NHL 13,PS3,1,2012,Sports,Electronic Arts,0.33,0.21,0,0.09,0.64,84,22,68,60,Electronic Arts,E10+,1
NHL 14,PS3,1,2013,Sports,Electronic Arts,0.28,0.17,0,0.09,0.54,80,22,60,79,Electronic Arts,E10+,1
NHL 15,PS4,1,2014,Sports,Electronic Arts,0.31,0.19,0,0.1,0.6,60,28,36,306,EA Sports,E10+,1
NHL 16,PS4,1,2015,Sports,Electronic Arts,0.36,0.16,0,0.11,0.63,78,28,55,157,"EA Sports, EA Canada",E10+,1
NHL 17,PS4,1,2016,Sports,Electronic Arts,0.19,0.08,0,0.06,0.33,78,26,58,67,"EA Canada, EA Vancouver",E10+,1
NHL 2001,PS/PS2,2,2000,Sports,Electronic Arts,0.82,0.61,0,0.16,1.59,86.5,22,79,9,EA Sports,E,1
NHL 2002,PS2,1,2001,Sports,Electronic Arts,0.59,0.46,0,0.15,1.2,92,22,85,26,EA Sports,E,1
NHL 2003,PS2,1,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93,79,20,68,18,EA Sports,E,1
NHL 2004,PS2,1,2003,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97,85,19,76,53,EA Sports,E,1
NHL 2005,PS2,1,2004,Sports,Electronic Arts,0.22,0.17,0,0.06,0.45,75,21,83,23,EA Sports,E,1
NHL 2K10,PS3,1,2009,Sports,Take-Two Interactive,0.13,0.01,0,0.01,0.15,66,23,71,8,Take-Two Interactive,E10+,1
NHL 2K3,PS2,1,2002,Sports,Sega,0.1,0.08,0,0.03,0.21,89,25,78,17,Treyarch,E,1
NHL 2K6,PS2,1,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,0.42,81,28,58,18,2K Sports,E10+,1
NHL 2K7,PS3,1,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12,79,24,66,5,Kush Games,E10+,1
NHL FaceOff 2001,PS2,1,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.02,0.2,57,11,40,4,989 Sports,E,1
NHL Hitz 20-02,PS2,1,2001,Sports,Midway Games,0.28,0.22,0,0.07,0.56,78,18,76,8,Black Box,E,1
NHL Hitz 20-03,PS2,1,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,82,19,84,11,Midway,E,1
NHL Hitz Pro,PS2,1,2003,Sports,Midway Games,0.09,0.07,0,0.02,0.19,79,23,89,13,Next Level Games,E,1
Ni no Kuni: Wrath of the White Witch,PS3,1,2011,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51,85,89,86,984,Level 5,E10+,0
NieR,PS3,1,2010,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.61,68,58,84,263,Cavia Inc.,M,0
